date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2022-03-04,sh.600000,8.4400,8.4400,8.3600,8.4000,8.4600,26395729,221531967.0000,3,0.089900,1,-0.709200,0
2022-03-07,sh.600000,8.3800,8.4000,8.2800,8.2900,8.4000,37177243,309677984.0000,3,0.126700,1,-1.309500,0
2022-03-08,sh.600000,8.2900,8.3000,8.0500,8.0800,8.2900,46688059,381542336.0000,3,0.159100,1,-2.533200,0
2022-03-09,sh.600000,8.1100,8.1300,7.7600,7.9000,8.0800,46035702,367319440.0000,3,0.156800,1,-2.227700,0
2022-03-10,sh.600000,8.0100,8.0500,7.9200,7.9200,7.9000,25181489,200622345.0000,3,0.085800,1,0.253200,0
2022-03-11,sh.600000,7.8900,8.0200,7.7700,8.0100,7.9200,33286005,262318143.0000,3,0.113400,1,1.136400,0
2022-03-14,sh.600000,7.9500,8.0000,7.9000,7.9100,8.0100,22770866,180826437.0000,3,0.077600,1,-1.248400,0
2022-03-15,sh.600000,7.9200,7.9300,7.6100,7.6300,7.9100,48962295,379252432.0000,3,0.166800,1,-3.539800,0
2022-03-16,sh.600000,7.6900,7.8000,7.5200,7.7700,7.6300,41520083,318505392.0000,3,0.141500,1,1.834900,0
2022-03-17,sh.600000,7.8500,7.8500,7.7100,7.7400,7.7700,41495556,322981456.0000,3,0.141400,1,-0.386100,0
2022-03-18,sh.600000,7.7300,7.9100,7.7100,7.9000,7.7400,53179530,417702651.8800,3,0.181200,1,2.067200,0
2022-03-21,sh.600000,7.8400,7.8400,7.7300,7.7600,7.9000,38823962,302127785.8500,3,0.132300,1,-1.772200,0
2022-03-22,sh.600000,7.7700,7.8800,7.7500,7.8300,7.7600,28224469,220766831.5600,3,0.096200,1,0.902100,0
2022-03-23,sh.600000,7.8300,7.8400,7.7700,7.8000,7.8300,25553686,199580747.3400,3,0.087100,1,-0.383100,0
2022-03-24,sh.600000,7.7800,7.8300,7.7600,7.8000,7.8000,16687677,130087627.4300,3,0.056900,1,0.000000,0
2022-03-25,sh.600000,7.8000,7.8600,7.7800,7.8000,7.8000,16474442,128855055.0900,3,0.056100,1,0.000000,0
2022-03-28,sh.600000,7.8000,7.8700,7.7100,7.8600,7.8000,28783984,224838880.0000,3,0.098100,1,0.769200,0
2022-03-29,sh.600000,7.8300,7.8600,7.8000,7.8200,7.8600,22516978,176131297.0700,3,0.076700,1,-0.508900,0
2022-03-30,sh.600000,7.8400,7.9200,7.8200,7.9200,7.8200,29854369,235127475.0300,3,0.101700,1,1.278800,0
2022-03-31,sh.600000,7.8900,8.0200,7.8600,8.0000,7.9200,25969772,206902403.8500,3,0.088500,1,1.010100,0
2022-04-01,sh.600000,7.9500,8.0700,7.9400,8.0700,8.0000,31881345,255823775.3900,3,0.108600,1,0.875000,0
2022-04-06,sh.600000,8.0000,8.1800,8.0000,8.1700,8.0700,42546117,345601824.9400,3,0.145000,1,1.239200,0
2022-04-07,sh.600000,8.1600,8.1800,8.0600,8.0700,8.1700,31712143,257349868.4700,3,0.108000,1,-1.224000,0
2022-04-08,sh.600000,8.0700,8.1200,8.0200,8.1100,8.0700,24089173,194553784.7300,3,0.082100,1,0.495700,0
2022-04-11,sh.600000,8.1100,8.1100,7.9700,8.0100,8.1100,30015679,240997447.8000,3,0.102300,1,-1.233000,0
2022-04-12,sh.600000,8.0200,8.1500,7.9800,8.1100,8.0100,31331939,252435317.7000,3,0.106700,1,1.248400,0
2022-04-13,sh.600000,8.0900,8.1400,8.0500,8.1000,8.1100,18501150,149849341.7100,3,0.063000,1,-0.123300,0
2022-04-14,sh.600000,8.1100,8.1500,8.1000,8.1100,8.1000,18973150,154167548.1800,3,0.064600,1,0.123500,0
2022-04-15,sh.600000,8.1100,8.1800,8.0900,8.1500,8.1100,21811956,177849450.0900,3,0.074300,1,0.493200,0
2022-04-18,sh.600000,8.1200,8.1400,8.0100,8.0300,8.1500,21022369,169238878.9400,3,0.071600,1,-1.472400,0
2022-04-19,sh.600000,8.0400,8.1400,8.0300,8.1400,8.0300,24564490,198485790.3200,3,0.083700,1,1.369900,0
2022-04-20,sh.600000,8.1300,8.1500,8.0800,8.1100,8.1400,19143935,155238284.0200,3,0.065200,1,-0.368600,0
2022-04-21,sh.600000,8.0800,8.1600,7.9900,8.0700,8.1100,29228035,236728146.0000,3,0.099600,1,-0.493200,0
2022-04-22,sh.600000,8.0100,8.1200,8.0100,8.0900,8.0700,27612017,222997628.4100,3,0.094100,1,0.247800,0
2022-04-25,sh.600000,8.0200,8.1000,7.8100,7.8200,8.0900,53311550,426094147.7600,3,0.181600,1,-3.337500,0
2022-04-26,sh.600000,7.8400,7.9900,7.7900,7.8700,7.8200,38204259,301693697.6200,3,0.130200,1,0.639400,0
2022-04-27,sh.600000,7.9100,7.9500,7.8100,7.8300,7.8700,38688614,304687721.4500,3,0.131800,1,-0.508300,0
2022-04-28,sh.600000,7.8600,7.9900,7.8600,7.9900,7.8300,45175169,358888163.3500,3,0.153900,1,2.043400,0
2022-04-29,sh.600000,7.9800,8.0600,7.8600,8.0300,7.9900,44512846,354246099.7000,3,0.151700,1,0.500600,0
2022-05-05,sh.600000,8.0300,8.0800,7.9600,7.9900,8.0300,29133140,233186177.3600,3,0.099300,1,-0.498100,0
2022-05-06,sh.600000,7.9400,7.9800,7.8200,7.8500,7.9900,31795578,250345902.6500,3,0.108300,1,-1.752200,0
2022-05-09,sh.600000,7.8500,7.8600,7.8000,7.8200,7.8500,16035420,125476461.2000,3,0.054600,1,-0.382200,0
2022-05-10,sh.600000,7.8000,7.8900,7.7100,7.8500,7.8200,32991018,257366421.5800,3,0.112400,1,0.383600,0
2022-05-11,sh.600000,7.8400,7.9000,7.8100,7.8600,7.8500,25116815,197407269.4600,3,0.085600,1,0.127400,0
2022-05-12,sh.600000,7.8300,7.9100,7.8300,7.8700,7.8600,22352229,176091168.0900,3,0.076200,1,0.127200,0
2022-05-13,sh.600000,7.9100,8.0500,7.9000,8.0500,7.8700,37343358,298941532.9300,3,0.127200,1,2.287200,0
2022-05-16,sh.600000,8.0500,8.0700,7.9300,7.9700,8.0500,20990826,167326391.8400,3,0.071500,1,-0.993800,0
2022-05-17,sh.600000,8.0100,8.0400,7.9500,8.0200,7.9700,18714191,149733542.9900,3,0.063800,1,0.627400,0
2022-05-18,sh.600000,7.9800,8.0100,7.9200,7.9500,8.0200,19463913,154781980.2000,3,0.066300,1,-0.872800,0
2022-05-19,sh.600000,7.9200,7.9800,7.8900,7.9100,7.9500,19904191,157705908.8500,3,0.067800,1,-0.503100,0
2022-05-20,sh.600000,7.9400,8.0500,7.9200,8.0400,7.9100,32699572,262095154.1000,3,0.111400,1,1.643500,0
2022-05-23,sh.600000,8.0600,8.0600,7.9500,7.9500,8.0400,25527572,203770115.6000,3,0.087000,1,-1.119400,0
2022-05-24,sh.600000,7.9600,7.9700,7.8700,7.8800,7.9500,26028514,205916168.0300,3,0.088700,1,-0.880500,0
2022-05-25,sh.600000,7.9200,7.9300,7.8500,7.8800,7.8800,21003364,165613956.5900,3,0.071600,1,0.000000,0
2022-05-26,sh.600000,7.8900,7.9200,7.8400,7.9000,7.8800,23401589,184331253.0100,3,0.079700,1,0.253800,0
2022-05-27,sh.600000,7.9200,8.0100,7.8800,8.0000,7.9000,31755338,252802576.6400,3,0.108200,1,1.265800,0
2022-05-30,sh.600000,8.0100,8.0200,7.8700,7.8800,8.0000,35696257,282538705.1400,3,0.121600,1,-1.500000,0
2022-05-31,sh.600000,7.9000,7.9800,7.8800,7.9400,7.8800,31750884,251916051.2100,3,0.108200,1,0.761400,0
2022-06-01,sh.600000,7.9400,7.9400,7.8900,7.9100,7.9400,18401941,145647638.3900,3,0.062700,1,-0.377800,0
2022-06-02,sh.600000,7.8900,7.9100,7.8700,7.8900,7.9100,18931116,149199713.0100,3,0.064500,1,-0.252800,0
2022-06-06,sh.600000,7.8700,7.9000,7.8200,7.8600,7.8900,33010527,259403166.9200,3,0.112500,1,-0.380200,0
2022-06-07,sh.600000,7.8400,7.8900,7.8300,7.8800,7.8600,30623076,240941764.4800,3,0.104300,1,0.254500,0
2022-06-08,sh.600000,7.8700,7.8800,7.8300,7.8600,7.8800,39555666,310775180.4700,3,0.134800,1,-0.253800,0
2022-06-09,sh.600000,7.8600,7.9600,7.8400,7.9500,7.8600,60606956,480180511.5600,3,0.206500,1,1.145000,0
2022-06-10,sh.600000,7.9300,8.0500,7.8900,7.9300,7.9500,123446198,984436172.5200,3,0.420600,1,-0.251600,0
2022-06-13,sh.600000,7.9100,7.9300,7.7400,7.7700,7.9300,104597235,816472114.7700,3,0.356400,1,-2.017700,0
2022-06-14,sh.600000,7.7400,7.8900,7.7300,7.8700,7.7700,55047795,428964423.9900,3,0.187500,1,1.287000,0
2022-06-15,sh.600000,7.8600,8.1300,7.8500,8.0300,7.8700,112759058,906495919.1800,3,0.384200,1,2.033000,0
2022-06-16,sh.600000,8.0500,8.0800,7.9200,7.9200,8.0300,56889689,453897643.1300,3,0.193800,1,-1.369900,0
2022-06-17,sh.600000,7.9100,8.0000,7.8900,7.9700,7.9200,35612494,283173437.1500,3,0.121300,1,0.631300,0
2022-06-20,sh.600000,7.9500,7.9800,7.9100,7.9100,7.9700,30065154,238320268.4500,3,0.102400,1,-0.752800,0
2022-06-21,sh.600000,7.9200,7.9800,7.9200,7.9700,7.9100,23245677,185071903.2300,3,0.079200,1,0.758500,0
2022-06-22,sh.600000,7.9600,7.9700,7.9100,7.9200,7.9700,20635582,163685600.6200,3,0.070300,1,-0.627400,0
2022-06-23,sh.600000,7.9400,7.9700,7.9100,7.9700,7.9200,23255144,184864875.4100,3,0.079200,1,0.631300,0
2022-06-24,sh.600000,7.9700,7.9800,7.9300,7.9500,7.9700,23665322,188294112.8500,3,0.080600,1,-0.250900,0
2022-06-27,sh.600000,7.9500,8.0100,7.9400,7.9700,7.9500,24067719,192131005.8500,3,0.082000,1,0.251600,0
2022-06-28,sh.600000,7.9700,8.0400,7.9600,8.0400,7.9700,25729078,205871661.6700,3,0.087700,1,0.878300,0
2022-06-29,sh.600000,8.0100,8.0600,8.0000,8.0500,8.0400,30299747,243477295.2400,3,0.103200,1,0.124400,0
2022-06-30,sh.600000,8.0500,8.0600,8.0000,8.0100,8.0500,23369617,187691079.9400,3,0.079600,1,-0.496900,0
2022-07-01,sh.600000,8.0100,8.0400,7.9800,7.9900,8.0100,17846787,142651655.1700,3,0.060800,1,-0.249700,0
2022-07-04,sh.600000,7.9900,8.0000,7.9400,7.9600,7.9900,18222009,145047089.1700,3,0.062100,1,-0.375500,0
2022-07-05,sh.600000,7.9600,8.0000,7.9400,7.9800,7.9600,21322243,169924262.9100,3,0.072600,1,0.251300,0
2022-07-06,sh.600000,7.9700,7.9800,7.8700,7.9000,7.9800,28829658,227963132.4700,3,0.098200,1,-1.002500,0
2022-07-07,sh.600000,7.8800,7.9200,7.8600,7.8700,7.9000,18636395,147034169.9300,3,0.063500,1,-0.379700,0
2022-07-08,sh.600000,7.9000,7.9000,7.8700,7.8800,7.8700,12379190,97665056.8800,3,0.042200,1,0.127100,0
2022-07-11,sh.600000,7.8700,7.9000,7.8600,7.8700,7.8800,16195472,127636556.9700,3,0.055200,1,-0.126900,0
2022-07-12,sh.600000,7.8600,7.9400,7.8600,7.9100,7.8700,19889798,157433751.9200,3,0.067800,1,0.508300,0
2022-07-13,sh.600000,7.9300,7.9400,7.8500,7.8500,7.9100,30506523,240374854.3500,3,0.103900,1,-0.758500,0
2022-07-14,sh.600000,7.8400,7.8600,7.7500,7.7900,7.8500,40565878,315441408.7600,3,0.138200,1,-0.764300,0
2022-07-15,sh.600000,7.7600,7.8000,7.6500,7.6700,7.7900,47127632,364457390.7800,3,0.160600,1,-1.540400,0
2022-07-18,sh.600000,7.6800,7.7900,7.6800,7.7900,7.6700,25164232,195287190.7300,3,0.085700,1,1.564500,0
2022-07-19,sh.600000,7.7900,7.8200,7.7700,7.8100,7.7900,28872304,224891813.3500,3,0.098400,1,0.256700,0
2022-07-20,sh.600000,7.8500,7.8500,7.7700,7.7900,7.8100,39713402,309465405.6900,3,0.135300,1,-0.256100,0
2022-07-21,sh.600000,7.4000,7.4100,7.3300,7.3300,7.3800,41541585,305408212.2200,3,0.141500,1,-0.677500,0
2022-07-22,sh.600000,7.3400,7.3800,7.3400,7.3500,7.3300,19660796,144713989.7500,3,0.067000,1,0.272900,0
2022-07-25,sh.600000,7.3300,7.3800,7.3300,7.3500,7.3500,17093960,125744844.4600,3,0.058200,1,0.000000,0
2022-07-26,sh.600000,7.3600,7.3900,7.3400,7.3800,7.3500,18730569,138030623.4000,3,0.063800,1,0.408200,0
2022-07-27,sh.600000,7.3600,7.3700,7.3300,7.3400,7.3800,17036417,125085329.4300,3,0.058000,1,-0.542000,0
2022-07-28,sh.600000,7.3500,7.3700,7.3200,7.3300,7.3400,21524372,158047423.2700,3,0.073300,1,-0.136200,0
2022-07-29,sh.600000,7.3500,7.3500,7.2300,7.2600,7.3300,43873316,319838541.1900,3,0.149500,1,-0.955000,0
2022-08-01,sh.600000,7.2600,7.2800,7.2100,7.2300,7.2600,24438011,176997248.6800,3,0.083300,1,-0.413200,0
2022-08-02,sh.600000,7.2200,7.2200,7.0700,7.1400,7.2300,40986083,291570126.8400,3,0.139600,1,-1.244800,0
2022-08-03,sh.600000,7.1300,7.1700,7.0700,7.0700,7.1400,28144846,199887999.4900,3,0.095900,1,-0.980400,0
2022-08-04,sh.600000,7.0900,7.1000,7.0600,7.0900,7.0700,21294463,150760431.0000,3,0.072500,1,0.282900,0
2022-08-05,sh.600000,7.0900,7.1800,7.0800,7.1500,7.0900,22554203,160555049.0000,3,0.076800,1,0.846300,0
2022-08-08,sh.600000,7.1700,7.1800,7.1200,7.1200,7.1500,12981219,92667054.0000,3,0.044200,1,-0.419600,0
2022-08-09,sh.600000,7.1300,7.1500,7.1000,7.1200,7.1200,13023820,92757272.0000,3,0.044400,1,0.000000,0
2022-08-10,sh.600000,7.1200,7.1300,7.0800,7.0900,7.1200,11674742,82872444.0000,3,0.039800,1,-0.421300,0
2022-08-11,sh.600000,7.1200,7.1900,7.1000,7.1800,7.0900,21910821,156858352.0000,3,0.074600,1,1.269400,0
2022-08-12,sh.600000,7.1900,7.2600,7.1700,7.2400,7.1800,22253354,160666706.0000,3,0.075800,1,0.835700,0
2022-08-15,sh.600000,7.2400,7.2900,7.2000,7.2100,7.2400,20451392,148015692.8300,3,0.069700,1,-0.414400,0
2022-08-16,sh.600000,7.2100,7.2600,7.1800,7.1900,7.2100,17910142,129120992.6100,3,0.061000,1,-0.277400,0
2022-08-17,sh.600000,7.2100,7.3000,7.1800,7.2800,7.1900,20980840,152061978.5400,3,0.071500,1,1.251700,0
2022-08-18,sh.600000,7.2700,7.2700,7.1900,7.2100,7.2800,12991819,93820911.1800,3,0.044300,1,-0.961500,0
2022-08-19,sh.600000,7.1800,7.2800,7.1800,7.2000,7.2100,17544569,126989201.8600,3,0.059800,1,-0.138700,0
2022-08-22,sh.600000,7.1800,7.2400,7.1600,7.2300,7.2000,13776616,99353492.4400,3,0.046900,1,0.416700,0
2022-08-23,sh.600000,7.2100,7.2200,7.1700,7.1700,7.2300,15047471,108111339.9300,3,0.051300,1,-0.829900,0
2022-08-24,sh.600000,7.1700,7.2200,7.1400,7.1500,7.1700,16855765,120996052.8000,3,0.057400,1,-0.278900,0
2022-08-25,sh.600000,7.1600,7.2200,7.1500,7.2000,7.1500,15772556,113287116.5200,3,0.053700,1,0.699300,0
2022-08-26,sh.600000,7.2300,7.2600,7.1800,7.2200,7.2000,17576235,126876440.7100,3,0.059900,1,0.277800,0
2022-08-29,sh.600000,7.1600,7.2100,7.1200,7.1500,7.2200,27600324,197253687.4600,3,0.094000,1,-0.969500,0
2022-08-30,sh.600000,7.1400,7.2000,7.1300,7.1900,7.1500,22541928,161534932.8000,3,0.076800,1,0.559400,0
2022-08-31,sh.600000,7.1700,7.2800,7.1500,7.2700,7.1900,39566130,286509308.7500,3,0.134800,1,1.112700,0
2022-09-01,sh.600000,7.2300,7.2900,7.2000,7.2300,7.2700,23298388,169134999.2700,3,0.079400,1,-0.550200,0
2022-09-02,sh.600000,7.2400,7.2700,7.2000,7.2100,7.2300,19975499,144236248.5300,3,0.068100,1,-0.276600,0
2022-09-05,sh.600000,7.1800,7.2700,7.1400,7.2600,7.2100,26646247,192171036.5800,3,0.090800,1,0.693500,0
2022-09-06,sh.600000,7.2500,7.3000,7.2400,7.2600,7.2600,21866681,159009208.0900,3,0.074500,1,0.000000,0
2022-09-07,sh.600000,7.2300,7.2600,7.2200,7.2200,7.2600,16568470,119766057.0600,3,0.056400,1,-0.551000,0
2022-09-08,sh.600000,7.2400,7.2700,7.2200,7.2400,7.2200,14478347,104930852.8500,3,0.049300,1,0.277000,0
2022-09-09,sh.600000,7.2700,7.3400,7.2400,7.3100,7.2400,32423037,236986664.9300,3,0.110500,1,0.966900,0
2022-09-13,sh.600000,7.2800,7.3600,7.2700,7.3500,7.3100,23795140,174338448.0000,3,0.081100,1,0.547200,0
2022-09-14,sh.600000,7.2900,7.3400,7.2700,7.2800,7.3500,18649011,136014993.7400,3,0.063500,1,-0.952400,0
2022-09-15,sh.600000,7.2900,7.3700,7.2800,7.3200,7.2800,31940343,233945046.6400,3,0.108800,1,0.549500,0
2022-09-16,sh.600000,7.3000,7.3200,7.1400,7.1400,7.3200,33979138,245252583.8700,3,0.115800,1,-2.459000,0
2022-09-19,sh.600000,7.1600,7.2000,7.1000,7.1600,7.1400,22388073,160021576.5700,3,0.076300,1,0.280100,0
2022-09-20,sh.600000,7.1600,7.1800,7.1000,7.1100,7.1600,22247046,158496620.2400,3,0.075800,1,-0.698300,0
2022-09-21,sh.600000,7.1000,7.1600,7.0800,7.1300,7.1100,20026161,142605615.8800,3,0.068200,1,0.281300,0
2022-09-22,sh.600000,7.1100,7.1400,7.0800,7.1200,7.1300,19540404,138786681.5400,3,0.066600,1,-0.140300,0
2022-09-23,sh.600000,7.1200,7.1800,7.0900,7.1600,7.1200,21806262,155805817.2300,3,0.074300,1,0.561800,0
2022-09-26,sh.600000,7.1200,7.1700,7.0500,7.0600,7.1600,29503476,209607846.6600,3,0.100500,1,-1.396600,0
2022-09-27,sh.600000,7.0400,7.0900,7.0200,7.0700,7.0600,20128163,142035077.2300,3,0.068600,1,0.141600,0
2022-09-28,sh.600000,7.0500,7.1200,7.0200,7.0800,7.0700,25197590,178257967.4900,3,0.085800,1,0.141400,0
2022-09-29,sh.600000,7.1100,7.1300,6.9500,6.9900,7.0800,37072647,260386962.1000,3,0.126300,1,-1.271200,0
2022-09-30,sh.600000,7.0200,7.0700,6.9900,7.0400,6.9900,21572691,151907573.3900,3,0.073500,1,0.715300,0
2022-10-10,sh.600000,7.0400,7.0900,7.0100,7.0300,7.0400,20028296,141308416.0000,3,0.068200,1,-0.142000,0
2022-10-11,sh.600000,7.0700,7.0800,7.0000,7.0100,7.0300,18613647,130804312.0300,3,0.063400,1,-0.284500,0
2022-10-12,sh.600000,7.0100,7.0500,6.9600,7.0500,7.0100,20354488,142570655.0900,3,0.069300,1,0.570600,0
2022-10-13,sh.600000,7.0300,7.0400,6.9700,7.0000,7.0500,24107256,168676264.3200,3,0.082100,1,-0.709200,0
2022-10-14,sh.600000,7.0300,7.0700,7.0100,7.0300,7.0000,27342763,192757732.6700,3,0.093200,1,0.428600,0
2022-10-17,sh.600000,7.0500,7.0500,7.0000,7.0200,7.0300,20616536,144892075.7700,3,0.070200,1,-0.142200,0
2022-10-18,sh.600000,7.0400,7.0600,7.0100,7.0200,7.0200,21908675,154099279.6200,3,0.074600,1,0.000000,0
2022-10-19,sh.600000,7.0200,7.0400,6.9700,6.9700,7.0200,17988215,125873057.6700,3,0.061300,1,-0.712300,0
2022-10-20,sh.600000,6.9700,7.0000,6.9600,6.9700,6.9700,19765093,137810612.9400,3,0.067300,1,0.000000,0
2022-10-21,sh.600000,6.9900,7.0200,6.9100,6.9200,6.9700,24567888,170868902.5300,3,0.083700,1,-0.717400,0
2022-10-24,sh.600000,6.9300,6.9400,6.8000,6.8100,6.9200,38610105,265091387.6200,3,0.131500,1,-1.589600,0
2022-10-25,sh.600000,6.8800,6.8800,6.8000,6.8400,6.8100,26539881,181269047.4800,3,0.090400,1,0.440500,0
2022-10-26,sh.600000,6.8300,6.8600,6.8000,6.8200,6.8400,20377311,139135071.2400,3,0.069400,1,-0.292400,0
2022-10-27,sh.600000,6.8300,6.8700,6.8100,6.8200,6.8200,21293652,145765770.2300,3,0.072500,1,0.000000,0
2022-10-28,sh.600000,6.8400,6.8700,6.7500,6.8000,6.8200,28234295,192577659.8700,3,0.096200,1,-0.293300,0
2022-10-31,sh.600000,6.7300,6.7500,6.6300,6.6400,6.8000,32237373,215102267.5700,3,0.109800,1,-2.352900,0
2022-11-01,sh.600000,6.6800,6.7400,6.6500,6.7400,6.6400,27035074,181314549.4500,3,0.092100,1,1.506000,0
2022-11-02,sh.600000,6.7000,6.7400,6.6600,6.7100,6.7400,24034116,160891463.4900,3,0.081900,1,-0.445100,0
2022-11-03,sh.600000,6.7100,6.7100,6.6400,6.6600,6.7100,21251911,141624735.1400,3,0.072400,1,-0.745200,0
2022-11-04,sh.600000,6.6500,6.8000,6.6400,6.7900,6.6600,32665677,220460181.1200,3,0.111300,1,1.952000,0
2022-11-07,sh.600000,6.7500,6.8300,6.7400,6.8100,6.7900,16269623,110507706.4300,3,0.055400,1,0.294600,0
2022-11-08,sh.600000,6.8300,6.8300,6.7700,6.7900,6.8100,15282862,103708976.9100,3,0.052100,1,-0.293700,0
2022-11-09,sh.600000,6.7700,6.8200,6.7700,6.7900,6.7900,13127494,89138502.1700,3,0.044700,1,0.000000,0
2022-11-10,sh.600000,6.7500,6.8000,6.7400,6.7800,6.7900,12601008,85330918.6600,3,0.042900,1,-0.147300,0
2022-11-11,sh.600000,6.8300,6.9800,6.8300,6.9400,6.7800,40237053,277525770.2600,3,0.137100,1,2.359900,0
2022-11-14,sh.600000,6.9800,7.0900,6.9600,7.0300,6.9400,43777420,308265880.9900,3,0.149100,1,1.296800,0
2022-11-15,sh.600000,7.0100,7.0900,7.0000,7.0600,7.0300,25212063,177876453.1200,3,0.085900,1,0.426700,0
2022-11-16,sh.600000,7.0300,7.0600,7.0100,7.0300,7.0600,17398102,122332873.4700,3,0.059300,1,-0.424900,0
2022-11-17,sh.600000,7.0200,7.0200,6.9500,6.9800,7.0300,22026825,153691239.7200,3,0.075000,1,-0.711200,0
2022-11-18,sh.600000,6.9900,7.0000,6.9100,6.9100,6.9800,22662930,157460686.0300,3,0.077200,1,-1.002900,0
